data_extracao;prefixo;operador;placa;marca;modelo;data_primeiro_emplac;ano_fabricacao;combustivel
2022-01-03 02:00:45.997728;4314;VIACAO ESTORIL LTDA;IQB9039;M. BENZ;O-500M                                            ;2009-09-02;2009;DIESEL
2022-01-03 02:00:45.997728;4004;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;IQB7586;M. BENZ;O-500M                                            ;2009-08-29;2009;DIESEL
2022-01-03 02:00:45.997728;6161;AUTO VIACAO NAVEGANTES LTDA;ISL4511;M. BENZ;OF 1722                                           ;2011-11-08;2011;DIESEL
2022-01-03 02:00:45.997728;6154;AUTO VIACAO NAVEGANTES LTDA;IYW2128;M. BENZ;OF 1721                                           ;2018-10-29;2018;DIESEL
2022-01-03 02:00:45.997728;6109;AUTO VIACAO NAVEGANTES LTDA;IRM2295;M. BENZ;OF 1722M                                          ;2010-12-31;2010;DIESEL
2022-01-03 02:00:45.997728;2017;AUTO VIACAO PRESIDENTE VARGAS LTDA;IQE3930;M. BENZ;O-500M                                            ;2009-10-01;2009;DIESEL
2022-01-03 02:00:45.997728;6711;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ITR8044;M. BENZ;OF 1721                                           ;2012-11-07;2012;DIESEL
2022-01-03 02:00:45.997728;3083;SUDESTE TRANSPORTES COLETIVOS LTDA;IRB2474;M. BENZ;O-500M                                            ;2010-08-25;2010;DIESEL
2022-01-03 02:00:45.997728;3094;SUDESTE TRANSPORTES COLETIVOS LTDA;IRA6513;M. BENZ;O-500M                                            ;2010-08-14;2010;DIESEL
2022-01-03 02:00:45.997728;3055;SUDESTE TRANSPORTES COLETIVOS LTDA;IPG9371;M. BENZ;OF 1722M                                          ;2008-11-03;2008;DIESEL
2022-01-03 02:00:45.997728;1103;TRANSPORTES COLETIVOS TREVO LTDA;ISM8198;M. BENZ;OF 1722                                           ;2011-11-22;2011;DIESEL
2022-01-03 02:00:45.997728;1215;TRANSPORTES COLETIVOS TREVO LTDA;IPI5773;M. BENZ;OF 1722M                                          ;2008-11-29;2008;DIESEL
2022-01-03 02:00:45.997728;1019;TRANSPORTES COLETIVOS TREVO LTDA;IRJ5366;M. BENZ;OF 1722M                                          ;2010-12-01;2010;DIESEL
2022-01-03 02:00:45.997728;1003;TRANSPORTES COLETIVOS TREVO LTDA;ISM2636;M. BENZ;OF 1722                                           ;2011-11-12;2011;DIESEL
2022-01-03 02:00:45.997728;4425;VIACAO ALTO PETROPOLIS LTDA;IOH4091;M. BENZ;O-500M                                            ;2007-11-29;2007;DIESEL
2022-01-03 02:00:45.997728;4448;VIACAO ALTO PETROPOLIS LTDA;IQY7302;M. BENZ;O-500M                                            ;2010-07-23;2010;DIESEL
2022-01-03 02:00:45.997728;6498;NORTRAN TRANSPORTES COLETIVOS LTDA;IRB9638;M. BENZ;OF 1722M                                          ;2010-09-02;2010;DIESEL
2022-01-03 02:00:45.997728;6489;NORTRAN TRANSPORTES COLETIVOS LTDA;IUP7043;M. BENZ;OF 1721                                           ;2013-08-15;2013;DIESEL
2022-01-03 02:00:45.997728;6449;NORTRAN TRANSPORTES COLETIVOS LTDA;INV7819;M. BENZ;OF 1722M                                          ;2007-05-29;2007;DIESEL
2022-01-03 02:00:45.997728;6499;NORTRAN TRANSPORTES COLETIVOS LTDA;IYW1864;M. BENZ;OF 1721                                           ;2018-10-29;2018;DIESEL
2022-01-03 02:00:45.997728;6484;NORTRAN TRANSPORTES COLETIVOS LTDA;ISR1523;M. BENZ;OF 1722                                           ;2012-01-04;2011;DIESEL
2022-01-03 02:00:45.997728;2354;VIACAO BELEM NOVO LTDA;IRI3727;M. BENZ;OF 1722M                                          ;2010-11-23;2010;DIESEL
2022-01-03 02:00:45.997728;2360;VIACAO BELEM NOVO LTDA;IRI3734;M. BENZ;OF 1722M                                          ;2010-11-23;2010;DIESEL
2022-01-03 02:00:45.997728;2395;VIACAO BELEM NOVO LTDA;IRJ3808;M. BENZ;OF 1722M                                          ;2010-12-02;2010;DIESEL
2022-01-03 02:00:45.997728;2351;VIACAO BELEM NOVO LTDA;IXC1597;M. BENZ;OF 1721                                           ;2016-02-16;2015;DIESEL
2022-01-03 02:00:45.997728;2342;VIACAO BELEM NOVO LTDA;IXB9613;M. BENZ;OF 1721                                           ;2016-02-11;2015;DIESEL
2022-01-03 02:00:45.997728;701;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5802;VOLVO                                             ;B7R                                               ;2009-09-24;2009;DIESEL
2022-01-03 02:00:45.997728;756;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3858;M. BENZ;O500 U                                            ;2010-08-12;2010;DIESEL
2022-01-03 02:00:45.997728;807;COMPANHIA CARRIS PORTO ALEGRENSE;ITQ0895;M. BENZ;O-500M                                            ;2012-10-16;2012;DIESEL
2022-01-03 02:00:45.997728;36;COMPANHIA CARRIS PORTO ALEGRENSE;JAC7I27;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;62;COMPANHIA CARRIS PORTO ALEGRENSE;JAC7I37;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;2202;VIACAO TERESOPOLIS CAVALHADA LTDA;ISG4306;M. BENZ;OF 1722                                           ;2011-09-06;2011;DIESEL
2022-01-03 02:00:45.997728;2146;VIACAO TERESOPOLIS CAVALHADA LTDA;ITW8186;M. BENZ;O-500M                                            ;2012-12-26;2012;DIESEL
2022-01-03 02:00:45.997728;4315;VIACAO ESTORIL LTDA;ISN8815;M. BENZ;O-500M                                            ;2011-11-30;2011;DIESEL
2022-01-03 02:00:45.997728;3501;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;IQM4J53;M. BENZ;OF 1722M                                          ;2010-01-27;2009;DIESEL
2022-01-03 02:00:45.997728;6151;AUTO VIACAO NAVEGANTES LTDA;IXC1702;M. BENZ;OF 1721                                           ;2016-02-16;2015;DIESEL
2022-01-03 02:00:45.997728;6135;AUTO VIACAO NAVEGANTES LTDA;ISN0775;M. BENZ;OF 1722                                           ;2011-11-21;2011;DIESEL
2022-01-03 02:00:45.997728;2034;AUTO VIACAO PRESIDENTE VARGAS LTDA;ISQ8241;M. BENZ;O-500M                                            ;2011-12-29;2011;DIESEL
2022-01-03 02:00:45.997728;4803;AUTO VIACAO PRESIDENTE VARGAS LTDA;IXC1680;M. BENZ;O-500M                                            ;2016-02-16;2015;DIESEL
2022-01-03 02:00:45.997728;6674;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISI8922;M. BENZ;OF 1722                                           ;2011-10-05;2011;DIESEL
2022-01-03 02:00:45.997728;6708;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IQM4717;M. BENZ;O-500M                                            ;2010-01-26;2009;DIESEL
2022-01-03 02:00:45.997728;2056;AUTO VIACAO PRESIDENTE VARGAS LTDA;IQC5267;M. BENZ;O-500M                                            ;2009-09-10;2009;DIESEL
2022-01-03 02:00:45.997728;2025;AUTO VIACAO PRESIDENTE VARGAS LTDA;IOD5936;M. BENZ;OF 1722M                                          ;2007-10-07;2007;DIESEL
2022-01-03 02:00:45.997728;6737;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1190;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6661;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IOW9615;M. BENZ;OF 1722M                                          ;2008-07-08;2008;DIESEL
2022-01-03 02:00:45.997728;6671;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISI8957;M. BENZ;OF 1722                                           ;2011-10-05;2011;DIESEL
2022-01-03 02:00:45.997728;6601;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUL7453;M. BENZ;OF1724                                            ;2013-06-28;2012;DIESEL
2022-01-03 02:00:45.997728;6637;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IZP2C25;M. BENZ;OF 1721L;2019-10-02;2019;DIESEL
2022-01-03 02:00:45.997728;3309;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC0967;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;3057;SUDESTE TRANSPORTES COLETIVOS LTDA;IPG9487;M. BENZ;OF 1722M                                          ;2008-11-03;2008;DIESEL
2022-01-03 02:00:45.997728;1221;TRANSPORTES COLETIVOS TREVO LTDA;IXC1957;M. BENZ;O-500M                                            ;2016-02-16;2015;DIESEL
2022-01-03 02:00:45.997728;1074;TRANSPORTES COLETIVOS TREVO LTDA;ISM8192;M. BENZ;OF 1722                                           ;2011-11-22;2011;DIESEL
2022-01-03 02:00:45.997728;6722;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IRZ5430;M. BENZ;OF 1722M                                          ;2011-06-22;2011;DIESEL
2022-01-03 02:00:45.997728;4309;VIACAO ESTORIL LTDA;IQU3139;M. BENZ;O-500M                                            ;2010-05-15;2010;DIESEL
2022-01-03 02:00:45.997728;3509;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;IQM4A65;M. BENZ;OF 1722M                                          ;2010-01-27;2009;DIESEL
2022-01-03 02:00:45.997728;6113;AUTO VIACAO NAVEGANTES LTDA;IUI5304;M. BENZ;O-500M                                            ;2013-05-29;2012;DIESEL
2022-01-03 02:00:45.997728;2032;AUTO VIACAO PRESIDENTE VARGAS LTDA;IOD6122;M. BENZ;OF 1722M                                          ;2007-10-07;2007;DIESEL
2022-01-03 02:00:45.997728;2037;AUTO VIACAO PRESIDENTE VARGAS LTDA;ISQ8256;M. BENZ;O-500M                                            ;2011-12-29;2011;DIESEL
2022-01-03 02:00:45.997728;6645;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1453;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6775;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IQD9607;M. BENZ;O-500M                                            ;2009-09-29;2009;DIESEL
2022-01-03 02:00:45.997728;6603;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISI8933;M. BENZ;OF 1722                                           ;2011-10-05;2011;DIESEL
2022-01-03 02:00:45.997728;6628;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC0936;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6719;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IRZ5420;M. BENZ;O-500M                                            ;2011-06-22;2011;DIESEL
2022-01-03 02:00:45.997728;6702;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IOX3348;M. BENZ;OF 1722M                                          ;2008-07-16;2008;DIESEL
2022-01-03 02:00:45.997728;3141;SUDESTE TRANSPORTES COLETIVOS LTDA;ITR7245;M. BENZ;OF 1721                                           ;2012-11-06;2012;DIESEL
2022-01-03 02:00:45.997728;3114;SUDESTE TRANSPORTES COLETIVOS LTDA;ISL6878;M. BENZ;O-500M                                            ;2011-11-12;2011;DIESEL
2022-01-03 02:00:45.997728;1217;TRANSPORTES COLETIVOS TREVO LTDA;IXC1952;M. BENZ;O-500M                                            ;2016-02-16;2015;DIESEL
2022-01-03 02:00:45.997728;1004;TRANSPORTES COLETIVOS TREVO LTDA;IXC2029;M. BENZ;O-500M                                            ;2016-02-16;2015;DIESEL
2022-01-03 02:00:45.997728;1016;TRANSPORTES COLETIVOS TREVO LTDA;IRL7271;M. BENZ;OF 1722M                                          ;2010-12-21;2010;DIESEL
2022-01-03 02:00:45.997728;1142;TRANSPORTES COLETIVOS TREVO LTDA;IPI5800;M. BENZ;OF 1722M                                          ;2008-11-29;2008;DIESEL
2022-01-03 02:00:45.997728;1186;TRANSPORTES COLETIVOS TREVO LTDA;IQJ1040;M. BENZ;OF 1722M                                          ;2009-12-09;2009;DIESEL
2022-01-03 02:00:45.997728;4408;VIACAO ALTO PETROPOLIS LTDA;IPG6262;M. BENZ;O-500M                                            ;2008-10-29;2008;DIESEL
2022-01-03 02:00:45.997728;4510;VIACAO ALTO PETROPOLIS LTDA;IXC1472;M. BENZ;O500 U                                            ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;2389;VIACAO BELEM NOVO LTDA;ITF7660;M. BENZ;OF 1722                                           ;2012-06-28;2011;DIESEL
2022-01-03 02:00:45.997728;606;COMPANHIA CARRIS PORTO ALEGRENSE;IPE8209;VOLVO                                             ;B12M                                              ;2008-10-02;2008;DIESEL
2022-01-03 02:00:45.997728;696;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5824;VOLVO                                             ;B7R                                               ;2009-09-24;2009;DIESEL
2022-01-03 02:00:45.997728;862;COMPANHIA CARRIS PORTO ALEGRENSE;IWI6606;VOLVO                                             ;B290R                                             ;2015-02-14;2014;DIESEL
2022-01-03 02:00:45.997728;768;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3863;M. BENZ;O500 U                                            ;2010-08-12;2010;DIESEL
2022-01-03 02:00:45.997728;835;COMPANHIA CARRIS PORTO ALEGRENSE;IWJ3327;VOLVO                                             ;B340MA                                            ;2015-02-28;2014;DIESEL
2022-01-03 02:00:45.997728;818;COMPANHIA CARRIS PORTO ALEGRENSE;ITX4365;VOLVO                                             ;B340M                                             ;2012-12-28;2012;DIESEL
2022-01-03 02:00:45.997728;776;COMPANHIA CARRIS PORTO ALEGRENSE;IRA5221;M. BENZ;O500 U                                            ;2010-08-14;2010;DIESEL
2022-01-03 02:00:45.997728;9;COMPANHIA CARRIS PORTO ALEGRENSE;JAC8D81;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;67;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8J43;M. BENZ;OF 1721L;2020-08-14;2020;DIESEL
2022-01-03 02:00:45.997728;2190;VIACAO TERESOPOLIS CAVALHADA LTDA;IZQ1A77;M. BENZ;O-500M                                            ;2019-10-17;2019;DIESEL
2022-01-03 02:00:45.997728;2104;VIACAO TERESOPOLIS CAVALHADA LTDA;ISE3434;M. BENZ;OF 1722                                           ;2011-08-13;2011;DIESEL
2022-01-03 02:00:45.997728;2121;VIACAO TERESOPOLIS CAVALHADA LTDA;ISU7435;M. BENZ;OF 1722                                           ;2012-02-15;2011;DIESEL
2022-01-03 02:00:45.997728;2415;RESTINGA TRANSPORTES COLETIVOS LTDA;ISP9210;M. BENZ;O500MA                                            ;2011-12-22;2011;DIESEL
2022-01-03 02:00:45.997728;2486;RESTINGA TRANSPORTES COLETIVOS LTDA;IZP9D88;VW                                       ;17230                                             ;2019-10-15;2019;DIESEL
2022-01-03 02:00:45.997728;6142;AUTO VIACAO NAVEGANTES LTDA;IXC1738;M. BENZ;OF 1721                                           ;2016-02-16;2015;DIESEL
2022-01-03 02:00:45.997728;2063;AUTO VIACAO PRESIDENTE VARGAS LTDA;IRM5038;M. BENZ;OF 1722M                                          ;2010-12-29;2010;DIESEL
2022-01-03 02:00:45.997728;2042;AUTO VIACAO PRESIDENTE VARGAS LTDA;IQC5602;M. BENZ;O-500M                                            ;2009-09-11;2009;DIESEL
2022-01-03 02:00:45.997728;6675;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISI8936;M. BENZ;OF 1722                                           ;2011-10-05;2011;DIESEL
2022-01-03 02:00:45.997728;6777;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IQC9369;M. BENZ;O-500M                                            ;2009-09-17;2009;DIESEL
2022-01-03 02:00:45.997728;4308;VIACAO ESTORIL LTDA;ISQ0176;M. BENZ;O-500M                                            ;2011-12-23;2011;DIESEL
2022-01-03 02:00:45.997728;6106;AUTO VIACAO NAVEGANTES LTDA;IUL4925;SCANIA                                            ;F250;2013-07-12;2012;DIESEL
2022-01-03 02:00:45.997728;6681;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1194;VW                                       ;17230                                             ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6608;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1229;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6111;AUTO VIACAO NAVEGANTES LTDA;IYW2129;M. BENZ;OF 1721                                           ;2018-10-29;2018;DIESEL
2022-01-03 02:00:45.997728;6691;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IOW9645;M. BENZ;OF 1722M                                          ;2008-07-08;2008;DIESEL
2022-01-03 02:00:45.997728;6678;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ITR8078;M. BENZ;OF 1721                                           ;2012-11-07;2012;DIESEL
2022-01-03 02:00:45.997728;3139;SUDESTE TRANSPORTES COLETIVOS LTDA;ITQ1943;M. BENZ;OF 1721                                           ;2012-10-27;2012;DIESEL
2022-01-03 02:00:45.997728;3129;SUDESTE TRANSPORTES COLETIVOS LTDA;ITV0864;M. BENZ;O-500M                                            ;2012-12-08;2012;DIESEL
2022-01-03 02:00:45.997728;3337;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC0913;M. BENZ;O500 U                                            ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6666;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISI8927;M. BENZ;OF 1722                                           ;2011-10-05;2011;DIESEL
2022-01-03 02:00:45.997728;6770;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IYW2062;M. BENZ;OF 1721                                           ;2018-10-29;2018;DIESEL
2022-01-03 02:00:45.997728;3102;SUDESTE TRANSPORTES COLETIVOS LTDA;ISQ2150;VW                                       ;17230                                             ;2012-01-04;2011;DIESEL
2022-01-03 02:00:45.997728;3070;SUDESTE TRANSPORTES COLETIVOS LTDA;IQB7389;M. BENZ;O-500M                                            ;2009-09-08;2009;DIESEL
2022-01-03 02:00:45.997728;3334;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1859;M. BENZ;O500 U                                            ;2016-02-16;2015;DIESEL
2022-01-03 02:00:45.997728;1222;TRANSPORTES COLETIVOS TREVO LTDA;IXC1038;VW                                       ;17230                                             ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;1175;TRANSPORTES COLETIVOS TREVO LTDA;IQJ1009;M. BENZ;OF 1722M                                          ;2009-12-09;2009;DIESEL
2022-01-03 02:00:45.997728;4520;VIACAO ALTO PETROPOLIS LTDA;IPH1845;M. BENZ;OF 1722M                                          ;2008-11-06;2008;DIESEL
2022-01-03 02:00:45.997728;4452;VIACAO ALTO PETROPOLIS LTDA;IRQ4904;M. BENZ;O 500                                             ;2011-02-25;2010;DIESEL
2022-01-03 02:00:45.997728;4429;VIACAO ALTO PETROPOLIS LTDA;IQD4650;M. BENZ;O-500M                                            ;2009-09-23;2009;DIESEL
2022-01-03 02:00:45.997728;4481;VIACAO ALTO PETROPOLIS LTDA;IQY7327;M. BENZ;O-500M                                            ;2010-07-23;2010;DIESEL
2022-01-03 02:00:45.997728;6464;NORTRAN TRANSPORTES COLETIVOS LTDA;IRY8537;M. BENZ;OF 1722M                                          ;2011-06-09;2011;DIESEL
2022-01-03 02:00:45.997728;6429;NORTRAN TRANSPORTES COLETIVOS LTDA;ISJ6894;M. BENZ;OF 1722                                           ;2011-10-19;2011;DIESEL
2022-01-03 02:00:45.997728;6459;NORTRAN TRANSPORTES COLETIVOS LTDA;IRL5160;M. BENZ;OF 1722M                                          ;2010-12-22;2010;DIESEL
2022-01-03 02:00:45.997728;871;COMPANHIA CARRIS PORTO ALEGRENSE;IWH9661;VOLVO                                             ;B290R                                             ;2015-02-06;2014;DIESEL
2022-01-03 02:00:45.997728;681;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5850;VOLVO                                             ;B7R                                               ;2009-09-24;2009;DIESEL
2022-01-03 02:00:45.997728;759;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3837;M. BENZ;O500 U                                            ;2010-08-12;2010;DIESEL
2022-01-03 02:00:45.997728;760;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3853;M. BENZ;O500 U                                            ;2010-08-12;2010;DIESEL
2022-01-03 02:00:45.997728;734;COMPANHIA CARRIS PORTO ALEGRENSE;IQY3921;VOLVO                                             ;B7R                                               ;2010-07-16;2010;DIESEL
2022-01-03 02:00:45.997728;48;COMPANHIA CARRIS PORTO ALEGRENSE;JAC7I03;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;78;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8D82;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;7;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8E86;M. BENZ;OF 1721L;2020-08-14;2020;DIESEL
2022-01-03 02:00:45.997728;2123;VIACAO TERESOPOLIS CAVALHADA LTDA;IQT7165;M. BENZ;OF 1722M                                          ;2010-05-05;2009;DIESEL
2022-01-03 02:00:45.997728;2156;VIACAO TERESOPOLIS CAVALHADA LTDA;IXB9286;M. BENZ;O-500M                                            ;2016-02-13;2015;DIESEL
2022-01-03 02:00:45.997728;2235;VIACAO TERESOPOLIS CAVALHADA LTDA;IXC2289;M. BENZ;O500MA                                            ;2016-02-17;2015;DIESEL
2022-01-03 02:00:45.997728;2491;RESTINGA TRANSPORTES COLETIVOS LTDA;ISA6031;M. BENZ;O500MA                                            ;2011-06-28;2010;DIESEL
2022-01-03 02:00:45.997728;2004;AUTO VIACAO PRESIDENTE VARGAS LTDA;IQE3904;M. BENZ;O-500M                                            ;2009-10-01;2009;DIESEL
2022-01-03 02:00:45.997728;2009;AUTO VIACAO PRESIDENTE VARGAS LTDA;ISQ8265;M. BENZ;O-500M                                            ;2011-12-29;2011;DIESEL
2022-01-03 02:00:45.997728;6602;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1168;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6133;AUTO VIACAO NAVEGANTES LTDA;IXC1782;VOLVO                                             ;B290R                                             ;2016-02-16;2015;DIESEL
2022-01-03 02:00:45.997728;6130;AUTO VIACAO NAVEGANTES LTDA;IZO5J27;M. BENZ;OF 1721L;2019-09-25;2019;DIESEL
2022-01-03 02:00:45.997728;2061;AUTO VIACAO PRESIDENTE VARGAS LTDA;IQC5312;M. BENZ;O-500M                                            ;2009-09-10;2009;DIESEL
2022-01-03 02:00:45.997728;2060;AUTO VIACAO PRESIDENTE VARGAS LTDA;IRM5740;M. BENZ;OF 1722M                                          ;2010-12-29;2010;DIESEL
2022-01-03 02:00:45.997728;4802;AUTO VIACAO PRESIDENTE VARGAS LTDA;IXC1589;M. BENZ;O-500M                                            ;2016-02-16;2015;DIESEL
2022-01-03 02:00:45.997728;6764;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC2723;M. BENZ;O500MA                                            ;2016-02-17;2015;DIESEL
2022-01-03 02:00:45.997728;6698;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IRB8529;M. BENZ;OF 1722M                                          ;2010-09-02;2010;DIESEL
2022-01-03 02:00:45.997728;6735;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISN1425;M. BENZ;O-500M                                            ;2011-11-25;2011;DIESEL
2022-01-03 02:00:45.997728;4019;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;IQQ0255;M. BENZ;O-500M                                            ;2010-03-19;2009;DIESEL
2022-01-03 02:00:45.997728;6153;AUTO VIACAO NAVEGANTES LTDA;IXC1694;VOLVO                                             ;B340MA                                            ;2016-02-16;2015;DIESEL
2022-01-03 02:00:45.997728;6116;AUTO VIACAO NAVEGANTES LTDA;ISL4506;M. BENZ;OF 1722                                           ;2011-11-08;2011;DIESEL
2022-01-03 02:00:45.997728;4851;AUTO VIACAO PRESIDENTE VARGAS LTDA;ITV7154;M. BENZ;O-500M                                            ;2012-12-13;2012;DIESEL
2022-01-03 02:00:45.997728;6776;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IQD9605;M. BENZ;O-500M                                            ;2009-09-29;2009;DIESEL
2022-01-03 02:00:45.997728;6667;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISI8942;M. BENZ;OF 1722                                           ;2011-10-05;2011;DIESEL
2022-01-03 02:00:45.997728;3105;SUDESTE TRANSPORTES COLETIVOS LTDA;ISL6505;VW                                       ;17230                                             ;2011-11-12;2011;DIESEL
2022-01-03 02:00:45.997728;3060;SUDESTE TRANSPORTES COLETIVOS LTDA;IPE7089;M. BENZ;OF 1722M                                          ;2008-10-02;2008;DIESEL
2022-01-03 02:00:45.997728;3116;SUDESTE TRANSPORTES COLETIVOS LTDA;ISL6865;M. BENZ;O-500M                                            ;2011-11-12;2011;DIESEL
2022-01-03 02:00:45.997728;3117;SUDESTE TRANSPORTES COLETIVOS LTDA;ISL6886;M. BENZ;O-500M                                            ;2011-11-12;2011;DIESEL
2022-01-03 02:00:45.997728;3028;SUDESTE TRANSPORTES COLETIVOS LTDA;IOA8479;M. BENZ;OF 1722M                                          ;2007-08-28;2007;DIESEL
2022-01-03 02:00:45.997728;6629;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC0918;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6742;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUL5446;M. BENZ;O-500M                                            ;2013-06-28;2012;DIESEL
2022-01-03 02:00:45.997728;6745;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUL5365;M. BENZ;O-500M                                            ;2013-06-28;2012;DIESEL
2022-01-03 02:00:45.997728;4015;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;IOI7148;M. BENZ;OH 1518                                           ;2007-12-26;2007;DIESEL
2022-01-03 02:00:45.997728;6104;AUTO VIACAO NAVEGANTES LTDA;IRM2756;M. BENZ;OF 1722M                                          ;2010-12-31;2010;DIESEL
2022-01-03 02:00:45.997728;2052;AUTO VIACAO PRESIDENTE VARGAS LTDA;ISQ8259;M. BENZ;O-500M                                            ;2011-12-29;2011;DIESEL
2022-01-03 02:00:45.997728;6610;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1164;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6806;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUA8224;M. BENZ;O500MA                                            ;2013-02-19;2012;DIESEL
2022-01-03 02:00:45.997728;6732;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1253;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6713;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IRZ5425;M. BENZ;O-500M                                            ;2011-06-22;2011;DIESEL
2022-01-03 02:00:45.997728;6789;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IQF4986;M. BENZ;O-500M                                            ;2009-10-19;2009;DIESEL
2022-01-03 02:00:45.997728;6771;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IYW2059;M. BENZ;OF 1721                                           ;2018-10-29;2018;DIESEL
2022-01-03 02:00:45.997728;3090;SUDESTE TRANSPORTES COLETIVOS LTDA;IRI0157;M. BENZ;O500MA                                            ;2010-11-24;2010;DIESEL
2022-01-03 02:00:45.997728;3300;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC0985;M. BENZ;OF 1721                                           ;2016-02-19;2015;DIESEL
