data_extracao;prefixo;operador;placa;marca;modelo;data_primeiro_emplac;ano_fabricacao;combustivel
2022-01-03 02:00:45.997728;2110;VIACAO TERESOPOLIS CAVALHADA LTDA;IQT5595;M. BENZ;OF 1722M                                          ;2010-05-04;2009;DIESEL
2022-01-03 02:00:45.997728;2237;VIACAO TERESOPOLIS CAVALHADA LTDA;IXF0811;M. BENZ;OF 1721                                           ;2016-04-22;2015;DIESEL
2022-01-03 02:00:45.997728;2193;VIACAO TERESOPOLIS CAVALHADA LTDA;IXB9296;M. BENZ;O-500M                                            ;2016-02-13;2015;DIESEL
2022-01-03 02:00:45.997728;2448;RESTINGA TRANSPORTES COLETIVOS LTDA;IXC0961;VW                                       ;17230                                             ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;2454;RESTINGA TRANSPORTES COLETIVOS LTDA;IRJ4952;M. BENZ;OF 1722M                                          ;2010-12-01;2010;DIESEL
2022-01-03 02:00:45.997728;4020;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;IMS8883;M. BENZ;OH 1418;2006-02-21;2005;DIESEL
2022-01-03 02:00:45.997728;6119;AUTO VIACAO NAVEGANTES LTDA;IXC1686;M. BENZ;O-500M                                            ;2016-02-16;2015;DIESEL
2022-01-03 02:00:45.997728;2050;AUTO VIACAO PRESIDENTE VARGAS LTDA;IRQ0594;M. BENZ;O-500M                                            ;2011-02-19;2010;DIESEL
2022-01-03 02:00:45.997728;6631;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1598;M. BENZ;OF 1721                                           ;2016-02-16;2015;DIESEL
2022-01-03 02:00:45.997728;6773;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IQC9373;M. BENZ;O-500M                                            ;2009-09-16;2009;DIESEL
2022-01-03 02:00:45.997728;6604;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1274;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;4022;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;ISX3097;M. BENZ;OH 1622                                           ;2012-03-23;2011;DIESEL
2022-01-03 02:00:45.997728;6121;AUTO VIACAO NAVEGANTES LTDA;IXC1677;M. BENZ;OF 1721                                           ;2016-02-16;2015;DIESEL
2022-01-03 02:00:45.997728;6103;AUTO VIACAO NAVEGANTES LTDA;IQL6864;M. BENZ;OF 1722M                                          ;2010-01-15;2009;DIESEL
2022-01-03 02:00:45.997728;2043;AUTO VIACAO PRESIDENTE VARGAS LTDA;IOD6289;M. BENZ;OF 1722M                                          ;2007-10-07;2007;DIESEL
2022-01-03 02:00:45.997728;4820;AUTO VIACAO PRESIDENTE VARGAS LTDA;IXC1731;M. BENZ;OF 1721                                           ;2016-02-16;2015;DIESEL
2022-01-03 02:00:45.997728;6701;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IOW9683;M. BENZ;OF 1722M                                          ;2008-07-08;2008;DIESEL
2022-01-03 02:00:45.997728;6665;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISI8946;M. BENZ;OF 1722                                           ;2011-10-05;2011;DIESEL
2022-01-03 02:00:45.997728;6720;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IRZ5419;M. BENZ;O-500M                                            ;2011-06-22;2011;DIESEL
2022-01-03 02:00:45.997728;2026;AUTO VIACAO PRESIDENTE VARGAS LTDA;IOZ3017;M. BENZ;OF 1722M                                          ;2008-08-06;2008;DIESEL
2022-01-03 02:00:45.997728;2058;AUTO VIACAO PRESIDENTE VARGAS LTDA;IQU8824;M. BENZ;O-500M                                            ;2010-05-25;2010;DIESEL
2022-01-03 02:00:45.997728;6767;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC2733;M. BENZ;O500MA                                            ;2016-02-17;2015;DIESEL
2022-01-03 02:00:45.997728;6670;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISI8930;M. BENZ;OF 1722                                           ;2011-10-05;2011;DIESEL
2022-01-03 02:00:45.997728;6703;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISN2043;M. BENZ;O-500M                                            ;2011-11-25;2011;DIESEL
2022-01-03 02:00:45.997728;3121;SUDESTE TRANSPORTES COLETIVOS LTDA;IUB3969;VW                                       ;17230                                             ;2013-02-27;2012;DIESEL
2022-01-03 02:00:45.997728;3314;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1312;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;3322;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1031;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;4332;VIACAO ESTORIL LTDA;IRM2497;M. BENZ;OF 1722M                                          ;2010-12-30;2010;DIESEL
2022-01-03 02:00:45.997728;3502;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;IQQ0D16;M. BENZ;O-500M                                            ;2010-03-18;2009;DIESEL
2022-01-03 02:00:45.997728;6124;AUTO VIACAO NAVEGANTES LTDA;IXC1808;M. BENZ;OF 1721                                           ;2016-02-16;2015;DIESEL
2022-01-03 02:00:45.997728;6187;AUTO VIACAO NAVEGANTES LTDA;ISV4429;M. BENZ;O-500M                                            ;2012-03-11;2011;DIESEL
2022-01-03 02:00:45.997728;6152;AUTO VIACAO NAVEGANTES LTDA;IZO5J45;M. BENZ;OF 1721L;2019-09-25;2019;DIESEL
2022-01-03 02:00:45.997728;2045;AUTO VIACAO PRESIDENTE VARGAS LTDA;IQU8821;M. BENZ;O-500M                                            ;2010-05-25;2010;DIESEL
2022-01-03 02:00:45.997728;6756;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IQI3466;M. BENZ;OF 1722M                                          ;2009-11-27;2009;DIESEL
2022-01-03 02:00:45.997728;6646;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IOX3281;M. BENZ;OF 1722M                                          ;2008-07-16;2008;DIESEL
2022-01-03 02:00:45.997728;6721;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISN1394;M. BENZ;O-500M                                            ;2011-11-25;2011;DIESEL
2022-01-03 02:00:45.997728;6654;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IZP2E46;M. BENZ;OF 1721L;2019-10-02;2019;DIESEL
2022-01-03 02:00:45.997728;3071;SUDESTE TRANSPORTES COLETIVOS LTDA;IQB7931;M. BENZ;O-500M                                            ;2009-09-09;2009;DIESEL
2022-01-03 02:00:45.997728;3329;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1201;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;1196;TRANSPORTES COLETIVOS TREVO LTDA;IPI5786;M. BENZ;OF 1722M                                          ;2008-11-29;2008;DIESEL
2022-01-03 02:00:45.997728;1189;TRANSPORTES COLETIVOS TREVO LTDA;IRJ5421;M. BENZ;OF 1722M                                          ;2010-12-01;2010;DIESEL
2022-01-03 02:00:45.997728;1138;TRANSPORTES COLETIVOS TREVO LTDA;IQJ0953;M. BENZ;OF 1722M                                          ;2009-12-09;2009;DIESEL
2022-01-03 02:00:45.997728;4422;VIACAO ALTO PETROPOLIS LTDA;IQD4719;M. BENZ;O-500M                                            ;2009-09-23;2009;DIESEL
2022-01-03 02:00:45.997728;6416;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0952;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6430;NORTRAN TRANSPORTES COLETIVOS LTDA;ISJ6885;M. BENZ;OF 1722                                           ;2011-10-18;2011;DIESEL
2022-01-03 02:00:45.997728;6579;NORTRAN TRANSPORTES COLETIVOS LTDA;IPK4131;M. BENZ;O-500M                                            ;2008-12-31;2008;DIESEL
2022-01-03 02:00:45.997728;6573;NORTRAN TRANSPORTES COLETIVOS LTDA;IPK1696;M. BENZ;O-500M                                            ;2008-12-31;2008;DIESEL
2022-01-03 02:00:45.997728;2393;VIACAO BELEM NOVO LTDA;IRJ3807;M. BENZ;OF 1722M                                          ;2010-12-02;2010;DIESEL
2022-01-03 02:00:45.997728;2346;VIACAO BELEM NOVO LTDA;ITF7683;M. BENZ;OF 1722                                           ;2012-06-28;2011;DIESEL
2022-01-03 02:00:45.997728;796;COMPANHIA CARRIS PORTO ALEGRENSE;ITA9891;M. BENZ;O-500M                                            ;2012-05-04;2011;DIESEL
2022-01-03 02:00:45.997728;669;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5793;VOLVO                                             ;B7R                                               ;2009-09-24;2009;DIESEL
2022-01-03 02:00:45.997728;788;COMPANHIA CARRIS PORTO ALEGRENSE;ISX5450;M. BENZ;O-500M                                            ;2012-03-21;2011;DIESEL
2022-01-03 02:00:45.997728;633;COMPANHIA CARRIS PORTO ALEGRENSE;IPI3314;VW                                       ;17260                                             ;2008-11-25;2008;DIESEL
2022-01-03 02:00:45.997728;655;COMPANHIA CARRIS PORTO ALEGRENSE;IPI3346;VW                                       ;17260                                             ;2008-11-25;2008;DIESEL
2022-01-03 02:00:45.997728;771;COMPANHIA CARRIS PORTO ALEGRENSE;IRA5217;M. BENZ;O500 U                                            ;2010-08-14;2010;DIESEL
2022-01-03 02:00:45.997728;57;COMPANHIA CARRIS PORTO ALEGRENSE;JAC8D68;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;77;COMPANHIA CARRIS PORTO ALEGRENSE;JAD8B56;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;2168;VIACAO TERESOPOLIS CAVALHADA LTDA;IXB9458;M. BENZ;O-500M                                            ;2016-02-13;2015;DIESEL
2022-01-03 02:00:45.997728;2414;RESTINGA TRANSPORTES COLETIVOS LTDA;IRK8937;M. BENZ;O500MA                                            ;2010-12-22;2010;DIESEL
2022-01-03 02:00:45.997728;6684;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1184;VW                                       ;17230                                             ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6779;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IQC9305;M. BENZ;O-500M                                            ;2009-09-17;2009;DIESEL
2022-01-03 02:00:45.997728;6633;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC0876;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6700;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IRB8531;M. BENZ;OF 1722M                                          ;2010-09-02;2010;DIESEL
2022-01-03 02:00:45.997728;6761;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC1242;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6683;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IQA0354;M. BENZ;OF 1722M                                          ;2009-08-08;2009;DIESEL
2022-01-03 02:00:45.997728;3526;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;IXC1147;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6108;AUTO VIACAO NAVEGANTES LTDA;ISL4485;M. BENZ;OF 1722                                           ;2011-11-08;2011;DIESEL
2022-01-03 02:00:45.997728;6101;AUTO VIACAO NAVEGANTES LTDA;ISL4516;M. BENZ;OF 1722                                           ;2011-11-08;2011;DIESEL
2022-01-03 02:00:45.997728;6805;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUA8338;M. BENZ;O500MA                                            ;2013-02-19;2012;DIESEL
2022-01-03 02:00:45.997728;6668;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;ISI8939;M. BENZ;OF 1722                                           ;2011-10-05;2011;DIESEL
2022-01-03 02:00:45.997728;6614;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IUS0364;M. BENZ;O-500M                                            ;2013-09-11;2012;DIESEL
2022-01-03 02:00:45.997728;3059;SUDESTE TRANSPORTES COLETIVOS LTDA;IPE7004;M. BENZ;OF 1722M                                          ;2008-10-02;2008;DIESEL
2022-01-03 02:00:45.997728;3307;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC0863;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;3302;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1104;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;1051;TRANSPORTES COLETIVOS TREVO LTDA;ISM8189;M. BENZ;OF 1722                                           ;2011-11-22;2011;DIESEL
2022-01-03 02:00:45.997728;1171;TRANSPORTES COLETIVOS TREVO LTDA;IXC1034;VW                                       ;17230                                             ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6704;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IRZ5428;M. BENZ;O-500M                                            ;2011-06-22;2011;DIESEL
2022-01-03 02:00:45.997728;6759;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IQI3469;M. BENZ;OF 1722M                                          ;2009-11-27;2009;DIESEL
2022-01-03 02:00:45.997728;6652;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IYW2063;M. BENZ;OF 1721                                           ;2018-10-29;2018;DIESEL
2022-01-03 02:00:45.997728;6693;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IOX3316;M. BENZ;OF 1722M                                          ;2008-07-16;2008;DIESEL
2022-01-03 02:00:45.997728;6630;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IYW0633;M. BENZ;OF 1721                                           ;2018-10-26;2018;DIESEL
2022-01-03 02:00:45.997728;6694;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IYW2065;M. BENZ;OF 1721                                           ;2018-10-29;2018;DIESEL
2022-01-03 02:00:45.997728;3131;SUDESTE TRANSPORTES COLETIVOS LTDA;ITV3060;M. BENZ;O500MA                                            ;2012-12-12;2012;DIESEL
2022-01-03 02:00:45.997728;1022;TRANSPORTES COLETIVOS TREVO LTDA;IRJ5438;M. BENZ;OF 1722M                                          ;2010-12-01;2010;DIESEL
2022-01-03 02:00:45.997728;1064;TRANSPORTES COLETIVOS TREVO LTDA;IRJ5398;M. BENZ;OF 1722M                                          ;2010-12-01;2010;DIESEL
2022-01-03 02:00:45.997728;4513;VIACAO ALTO PETROPOLIS LTDA;IOB5762;M. BENZ;OF 1722M                                          ;2007-09-04;2007;DIESEL
2022-01-03 02:00:45.997728;4419;VIACAO ALTO PETROPOLIS LTDA;IQY7361;M. BENZ;O-500M                                            ;2010-07-23;2010;DIESEL
2022-01-03 02:00:45.997728;4440;VIACAO ALTO PETROPOLIS LTDA;IXC1491;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6510;NORTRAN TRANSPORTES COLETIVOS LTDA;IQZ8255;M. BENZ;O-500M                                            ;2010-08-10;2010;DIESEL
2022-01-03 02:00:45.997728;6462;NORTRAN TRANSPORTES COLETIVOS LTDA;IRY8535;M. BENZ;OF 1722M                                          ;2011-06-09;2011;DIESEL
2022-01-03 02:00:45.997728;6417;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0839;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;1098;TRANSPORTES COLETIVOS TREVO LTDA;IQJ0J33;M. BENZ;OF 1722M                                          ;2009-12-09;2009;DIESEL
2022-01-03 02:00:45.997728;1214;TRANSPORTES COLETIVOS TREVO LTDA;IQJ1064;M. BENZ;OF 1722M                                          ;2009-12-09;2009;DIESEL
2022-01-03 02:00:45.997728;6636;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IRZ5426;M. BENZ;O-500M                                            ;2011-06-22;2011;DIESEL
2022-01-03 02:00:45.997728;6783;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IQE3602;M. BENZ;O-500M                                            ;2009-10-02;2009;DIESEL
2022-01-03 02:00:45.997728;6622;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IZP2C07;M. BENZ;OF 1721L;2019-10-02;2019;DIESEL
2022-01-03 02:00:45.997728;3344;SUDESTE TRANSPORTES COLETIVOS LTDA;IZQ5A06;M. BENZ;OF1519;2019-10-25;2019;DIESEL
2022-01-03 02:00:45.997728;3104;SUDESTE TRANSPORTES COLETIVOS LTDA;ISL6508;VW                                       ;17230                                             ;2011-11-12;2011;DIESEL
2022-01-03 02:00:45.997728;3310;SUDESTE TRANSPORTES COLETIVOS LTDA;IXC1287;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6440;NORTRAN TRANSPORTES COLETIVOS LTDA;IOH0303;M. BENZ;OF 1722M                                          ;2007-11-28;2007;DIESEL
2022-01-03 02:00:45.997728;2364;VIACAO BELEM NOVO LTDA;IXC0213;M. BENZ;OF 1721                                           ;2016-02-12;2015;DIESEL
2022-01-03 02:00:45.997728;2375;VIACAO BELEM NOVO LTDA;IXC0265;M. BENZ;O 500                                             ;2016-02-12;2015;DIESEL
2022-01-03 02:00:45.997728;2300;VIACAO BELEM NOVO LTDA;IXC1607;M. BENZ;O500MA                                            ;2016-02-16;2015;DIESEL
2022-01-03 02:00:45.997728;4497;VIACAO ALTO PETROPOLIS LTDA;ITT6192;M. BENZ;OF 1721                                           ;2012-11-29;2012;DIESEL
2022-01-03 02:00:45.997728;6452;NORTRAN TRANSPORTES COLETIVOS LTDA;IXC0796;M. BENZ;OF 1721                                           ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6425;NORTRAN TRANSPORTES COLETIVOS LTDA;IOY7082;M. BENZ;OF 1722M                                          ;2008-07-29;2008;DIESEL
2022-01-03 02:00:45.997728;6450;NORTRAN TRANSPORTES COLETIVOS LTDA;INV7806;M. BENZ;OF 1722M                                          ;2007-05-30;2007;DIESEL
2022-01-03 02:00:45.997728;6536;NORTRAN TRANSPORTES COLETIVOS LTDA;IZQ0E22;M. BENZ;OF 1721L;2019-10-16;2019;DIESEL
2022-01-03 02:00:45.997728;4306;VIACAO ESTORIL LTDA;ISJ1625;M. BENZ;O-500M                                            ;2011-10-07;2011;DIESEL
2022-01-03 02:00:45.997728;4007;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;IOI7158;M. BENZ;OH 1518                                           ;2007-12-23;2007;DIESEL
2022-01-03 02:00:45.997728;2013;AUTO VIACAO PRESIDENTE VARGAS LTDA;IQU6931;M. BENZ;O-500M                                            ;2010-05-25;2010;DIESEL
2022-01-03 02:00:45.997728;2008;AUTO VIACAO PRESIDENTE VARGAS LTDA;ISQ8233;M. BENZ;O-500M                                            ;2011-12-30;2011;DIESEL
2022-01-03 02:00:45.997728;6768;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IXC2710;M. BENZ;O500MA                                            ;2016-02-17;2015;DIESEL
2022-01-03 02:00:45.997728;6706;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IRB8499;M. BENZ;OF 1722M                                          ;2010-09-02;2010;DIESEL
2022-01-03 02:00:45.997728;1025;TRANSPORTES COLETIVOS TREVO LTDA;IQK9414;M. BENZ;OF 1722M                                          ;2009-12-30;2009;DIESEL
2022-01-03 02:00:45.997728;1194;TRANSPORTES COLETIVOS TREVO LTDA;IPI5767;M. BENZ;OF 1722M                                          ;2008-12-02;2008;DIESEL
2022-01-03 02:00:45.997728;4470;VIACAO ALTO PETROPOLIS LTDA;IRQ4902;M. BENZ;O 500                                             ;2011-02-25;2010;DIESEL
2022-01-03 02:00:45.997728;4420;VIACAO ALTO PETROPOLIS LTDA;IQD4672;M. BENZ;O-500M                                            ;2009-09-23;2009;DIESEL
2022-01-03 02:00:45.997728;698;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5785;VOLVO                                             ;B7R                                               ;2009-09-25;2009;DIESEL
2022-01-03 02:00:45.997728;641;COMPANHIA CARRIS PORTO ALEGRENSE;IPI4372;VW                                       ;17260                                             ;2008-11-27;2008;DIESEL
2022-01-03 02:00:45.997728;784;COMPANHIA CARRIS PORTO ALEGRENSE;ISX5423;M. BENZ;O-500M                                            ;2012-03-21;2011;DIESEL
2022-01-03 02:00:45.997728;808;COMPANHIA CARRIS PORTO ALEGRENSE;ITQ0905;M. BENZ;O-500M                                            ;2012-10-16;2012;DIESEL
2022-01-03 02:00:45.997728;52;COMPANHIA CARRIS PORTO ALEGRENSE;JAC8D45;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;2387;VIACAO BELEM NOVO LTDA;ITG5007;M. BENZ;OF 1722                                           ;2011-12-31;2011;DIESEL
2022-01-03 02:00:45.997728;2399;VIACAO BELEM NOVO LTDA;IXC1033;M. BENZ;O500MA                                            ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;840;COMPANHIA CARRIS PORTO ALEGRENSE;IWH8035;VOLVO                                             ;B290R                                             ;2015-01-31;2014;DIESEL
2022-01-03 02:00:45.997728;676;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5830;VOLVO                                             ;B7R                                               ;2009-09-24;2009;DIESEL
2022-01-03 02:00:45.997728;719;COMPANHIA CARRIS PORTO ALEGRENSE;IQY3895;VOLVO                                             ;B7R                                               ;2010-07-16;2010;DIESEL
2022-01-03 02:00:45.997728;647;COMPANHIA CARRIS PORTO ALEGRENSE;IPI3199;VW                                       ;17260                                             ;2008-11-25;2008;DIESEL
2022-01-03 02:00:45.997728;25;COMPANHIA CARRIS PORTO ALEGRENSE;JAD0B55;M. BENZ;OF 1721L;2020-07-29;2020;DIESEL
2022-01-03 02:00:45.997728;2148;VIACAO TERESOPOLIS CAVALHADA LTDA;ITW8180;M. BENZ;O-500M                                            ;2012-12-26;2012;DIESEL
2022-01-03 02:00:45.997728;3523;EMPRESA DE TRANSPORTES GASÔMETRO S.A.;IXC1076;M. BENZ;O-500M                                            ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;6155;AUTO VIACAO NAVEGANTES LTDA;IUI3174;M. BENZ;OF 1721                                           ;2013-05-29;2012;DIESEL
2022-01-03 02:00:45.997728;2057;AUTO VIACAO PRESIDENTE VARGAS LTDA;IRM5733;M. BENZ;OF 1722M                                          ;2010-12-30;2010;DIESEL
2022-01-03 02:00:45.997728;2039;AUTO VIACAO PRESIDENTE VARGAS LTDA;IOD6254;M. BENZ;OF 1722M                                          ;2007-10-07;2007;DIESEL
2022-01-03 02:00:45.997728;6778;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IQD9606;M. BENZ;O-500M                                            ;2009-09-29;2009;DIESEL
2022-01-03 02:00:45.997728;6724;SOCIEDADE DE ONIBUS PORTO ALEGRENSE LTDA;IRZ7223;M. BENZ;OF 1722M                                          ;2011-06-18;2011;DIESEL
2022-01-03 02:00:45.997728;3348;SUDESTE TRANSPORTES COLETIVOS LTDA;IZQ5A08;M. BENZ;OF1519;2019-10-25;2019;DIESEL
2022-01-03 02:00:45.997728;3103;SUDESTE TRANSPORTES COLETIVOS LTDA;ISL6524;VW                                       ;17230                                             ;2011-11-12;2011;DIESEL
2022-01-03 02:00:45.997728;3039;SUDESTE TRANSPORTES COLETIVOS LTDA;IOF7356;M. BENZ;O-500M 1725                                       ;2007-11-07;2007;DIESEL
2022-01-03 02:00:45.997728;1220;TRANSPORTES COLETIVOS TREVO LTDA;IXC1950;VW                                       ;17230                                             ;2016-02-16;2015;DIESEL
2022-01-03 02:00:45.997728;1116;TRANSPORTES COLETIVOS TREVO LTDA;IXB9785;M. BENZ;O500MA                                            ;2016-02-11;2015;DIESEL
2022-01-03 02:00:45.997728;1136;TRANSPORTES COLETIVOS TREVO LTDA;IXC1018;VW                                       ;17230                                             ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;1164;TRANSPORTES COLETIVOS TREVO LTDA;IXC0946;VW                                       ;17230                                             ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;1050;TRANSPORTES COLETIVOS TREVO LTDA;ITE6871;M. BENZ;O500MA                                            ;2012-06-19;2010;DIESEL
2022-01-03 02:00:45.997728;1033;TRANSPORTES COLETIVOS TREVO LTDA;ISA6038;M. BENZ;O500MA                                            ;2011-06-28;2010;DIESEL
2022-01-03 02:00:45.997728;4471;VIACAO ALTO PETROPOLIS LTDA;IQY7381;M. BENZ;O-500M                                            ;2010-07-23;2010;DIESEL
2022-01-03 02:00:45.997728;4434;VIACAO ALTO PETROPOLIS LTDA;IQY7318;M. BENZ;O-500M                                            ;2010-07-23;2010;DIESEL
2022-01-03 02:00:45.997728;6431;NORTRAN TRANSPORTES COLETIVOS LTDA;ISJ8967;M. BENZ;OF 1722                                           ;2011-10-18;2011;DIESEL
2022-01-03 02:00:45.997728;6511;NORTRAN TRANSPORTES COLETIVOS LTDA;IQZ8349;M. BENZ;O-500M                                            ;2010-08-10;2010;DIESEL
2022-01-03 02:00:45.997728;6494;NORTRAN TRANSPORTES COLETIVOS LTDA;IRB6986;M. BENZ;OF 1722M                                          ;2010-09-03;2010;DIESEL
2022-01-03 02:00:45.997728;6424;NORTRAN TRANSPORTES COLETIVOS LTDA;INV7796;M. BENZ;OF 1722M                                          ;2007-05-30;2007;DIESEL
2022-01-03 02:00:45.997728;6426;NORTRAN TRANSPORTES COLETIVOS LTDA;INV7868;M. BENZ;OF 1722M                                          ;2007-05-30;2007;DIESEL
2022-01-03 02:00:45.997728;832;COMPANHIA CARRIS PORTO ALEGRENSE;IWI8812;VOLVO                                             ;B340MA                                            ;2015-02-20;2014;DIESEL
2022-01-03 02:00:45.997728;824;COMPANHIA CARRIS PORTO ALEGRENSE;IWI6827;VOLVO                                             ;B340MA                                            ;2015-02-14;2014;DIESEL
2022-01-03 02:00:45.997728;688;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5945;VOLVO                                             ;B7R                                               ;2009-09-24;2009;DIESEL
2022-01-03 02:00:45.997728;693;COMPANHIA CARRIS PORTO ALEGRENSE;IQD5846;VOLVO                                             ;B7R                                               ;2009-09-24;2009;DIESEL
2022-01-03 02:00:45.997728;772;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3854;M. BENZ;O500 U                                            ;2010-08-12;2010;DIESEL
2022-01-03 02:00:45.997728;753;COMPANHIA CARRIS PORTO ALEGRENSE;IRA3862;M. BENZ;O500 U                                            ;2010-08-12;2010;DIESEL
2022-01-03 02:00:45.997728;2209;VIACAO TERESOPOLIS CAVALHADA LTDA;JAC1A39;M. BENZ;OF 1721                                           ;2020-07-08;2019;DIESEL
2022-01-03 02:00:45.997728;2132;VIACAO TERESOPOLIS CAVALHADA LTDA;ITX0273;M. BENZ;O-500M                                            ;2012-12-27;2012;DIESEL
2022-01-03 02:00:45.997728;2181;VIACAO TERESOPOLIS CAVALHADA LTDA;ISK3409;M. BENZ;OF 1722                                           ;2011-10-22;2011;DIESEL
2022-01-03 02:00:45.997728;2111;VIACAO TERESOPOLIS CAVALHADA LTDA;IQT5596;M. BENZ;OF 1722M                                          ;2010-05-04;2009;DIESEL
2022-01-03 02:00:45.997728;2150;VIACAO TERESOPOLIS CAVALHADA LTDA;IXC0103;M. BENZ;O-500M                                            ;2016-02-12;2015;DIESEL
2022-01-03 02:00:45.997728;2433;RESTINGA TRANSPORTES COLETIVOS LTDA;IXC0993;VW                                       ;17230                                             ;2016-02-15;2015;DIESEL
2022-01-03 02:00:45.997728;4313;VIACAO ESTORIL LTDA;IQB9055;M. BENZ;O-500M                                            ;2009-09-02;2009;DIESEL
